Name,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS.Plus,W,L,ERA,ERA.Plus,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,PosSummary,Runoff,Special,VeteransCommittee,NegroLeagues,position,1B,RF,LF,CF,C,3B,2B,SS,DH,OF,AS.total,AS.percent,drugs,gold1,gold2,gold3,mvp1,mvp2,cy1,cy2,rookie,oneteam,Year,Votes,NumBallots
Tony Phillips,26,32,18,48.2,32.9,40.6,54.4,2161,7617,1300,2023,160,819,177,1319,0.266,0.374,0.389,0.763,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4*7*569D8/3,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,1,516
Mark Langston,64,23,16,47.1,38.2,42.6,57.9,459,92,5,14,0,5,0,2,0.152,0.168,0.185,0.353,-1,179,158,3.97,107,1.354,457,428,0,2962.2,2723,311,1289,2464,*1/D,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,4,0.25,0,0,0,1,0,0,0,0,0,0,2005,0,516
Otis Nixon,4,15,17,14.5,13.2,13.8,54.8,1709,5115,878,1379,11,318,620,585,0.27,0.343,0.314,0.658,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*79/D6,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,0,516
Paul Molitor,166,59,21,72.5,38.8,55.7,53.4,2683,10835,1782,3319,234,1307,504,1094,0.306,0.369,0.448,0.817,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*D*5*4368/79,0,0,0,0,DH,0,0,0,0,0,0,0,0,1,0,7,0.333333333333333,0,0,0,0,0,0,0,0,0,0,2004,431,506
Dennis Eckersley,172,34,24,58.4,35.7,47.1,32.3,1073,181,9,24,3,12,0,9,0.133,0.173,0.199,0.372,0,197,171,3.5,116,1.161,1071,361,390,3285.2,3076,347,738,2401,*1/D,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,6,0.25,0,0,0,0,1,0,1,0,0,0,2004,421,506
Joe Carter,87,32,16,15.6,19.5,17.5,55.4,2189,8422,1170,2184,396,1445,231,527,0.259,0.306,0.464,0.771,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*9*8*3D/45,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,5,0.3125,0,0,0,0,0,0,0,0,0,0,2004,19,506
Dennis Martinez,67,37,23,44.5,31.7,38.1,57.9,695,520,25,74,0,33,1,15,0.142,0.169,0.165,0.334,-7,245,193,3.7,106,1.266,692,562,8,3999.2,3897,372,1165,2149,*1/D,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,4,0.173913043478261,0,0,0,0,0,0,0,0,0,0,2004,16,506
Dave Stieb,56,27,16,53.5,42.7,48.1,57.9,454,2,2,0,0,0,0,0,0,0,0,0,-100,176,137,3.44,122,1.245,443,412,3,2895.1,2572,225,1034,1669,*1/D7,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,7,0.4375,0,0,0,0,0,0,0,0,0,0,2004,7,506
Jimmy Key,66,33,15,45.9,34.7,40.3,57.9,471,2,0,0,0,0,0,0,0,0,0,0,-100,186,117,3.51,122,1.229,470,389,10,2591.2,2518,254,668,1538,*1/D,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,4,0.266666666666667,0,0,0,0,0,0,0,0,0,0,2004,3,506
Jim Eisenreich,16,16,15,11.4,13.3,12.3,55.4,1422,3995,492,1160,52,477,105,324,0.29,0.341,0.404,0.746,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*78D3,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,3,506
Kevin Mitchell,38,23,13,27.1,24.2,25.6,50.7,1223,4134,630,1173,234,760,30,491,0.284,0.36,0.52,0.88,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*75D9/638,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,2,0.153846153846154,0,0,0,0,1,0,0,0,0,0,2004,2,506
Juan Samuel,26,18,16,14.5,16.6,15.5,54.4,1720,6081,873,1578,161,703,396,440,0.259,0.315,0.42,0.735,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*48D397/5,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,3,0.1875,0,0,0,0,0,0,0,0,0,0,2004,2,506
Doug Drabek,35,21,13,26.9,25.3,26.1,57.9,412,716,42,119,2,46,0,17,0.166,0.193,0.207,0.399,12,155,134,3.73,101,1.243,398,387,0,2535,2448,246,704,1594,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0769230769230769,0,0,0,0,0,0,1,0,0,0,2004,2,506
Randy Myers,97,11,14,14.2,14.2,14.2,32.3,729,60,5,11,0,7,0,3,0.183,0.222,0.233,0.456,27,44,63,3.19,123,1.304,728,12,347,884.2,758,69,396,884,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,4,0.285714285714286,0,0,0,0,0,0,0,0,0,0,2004,1,506
Cecil Fielder,75,22,13,14.7,15.8,15.3,51.5,1470,5157,744,1313,319,1008,2,693,0.255,0.345,0.482,0.827,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*D/547,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,3,0.230769230769231,0,0,0,0,0,0,0,0,0,0,2004,1,506
Terry Pendleton,38,16,15,25.1,23.6,24.4,53.4,1893,7032,851,1897,140,946,127,486,0.27,0.316,0.391,0.707,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5D/9,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,1,0.0666666666666667,0,0,1,0,1,0,0,0,0,0,2004,1,506
Danny Darwin,28,20,21,36.4,26.1,31.3,57.9,722,305,15,39,2,22,2,6,0.128,0.146,0.197,0.343,-6,171,182,3.84,106,1.268,716,371,32,3016.2,2951,321,874,1942,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,0,506
Bob Tewksbury,11,10,13,18.7,19.5,19.1,57.9,304,380,20,50,0,19,0,21,0.132,0.177,0.15,0.327,-9,110,102,3.92,104,1.292,302,277,1,1807,2043,142,292,812,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,2004,0,506
Eddie Murray,154,56,21,63.4,37.2,50.3,51.5,3026,11336,1627,3255,504,1917,110,1333,0.287,0.359,0.476,0.836,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*D/57,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,8,0.380952380952381,0,0,1,0,0,0,0,0,1,0,2003,423,496
Ryne Sandberg,158,43,16,64.9,45.6,55.3,54.4,2164,8385,1318,2386,282,1061,344,761,0.285,0.344,0.452,0.795,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*45/6D,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,10,0.625,0,0,0,1,1,0,0,0,0,0,2003,244,496
Lee Smith,135,13,18,27.6,19.7,23.7,32.3,1023,64,2,3,1,2,0,3,0.047,0.09,0.094,0.183,-50,71,92,3.03,132,1.256,1022,6,478,1289.1,1133,89,486,1251,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,7,0.388888888888889,0,0,0,0,0,0,0,0,0,0,2003,210,496
Fernando Valenzuela,66,25,17,38.9,31.9,35.4,57.9,474,936,56,187,10,84,0,8,0.2,0.205,0.262,0.467,30,173,153,3.54,104,1.32,453,424,2,2930,2718,226,1151,2074,*1/379,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,6,0.352941176470588,0,0,0,0,0,0,1,0,1,0,2003,31,496
Darryl Kile,31,12,12,18.1,19.7,18.9,57.9,364,657,38,87,2,40,0,43,0.132,0.19,0.177,0.367,-3,133,119,4.12,104,1.41,359,331,0,2165.1,2135,214,918,1668,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.25,0,0,0,0,0,0,0,0,0,0,2003,7,496
Vince Coleman,27,13,13,10.5,12,11.2,50.7,1371,5406,849,1425,28,346,752,477,0.264,0.324,0.345,0.668,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*78/9D,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,2,0.153846153846154,0,0,0,0,0,0,0,0,1,0,2003,3,496
Rick Honeycutt,37,9,21,19.3,17.5,18.4,32.3,801,182,13,24,0,9,1,18,0.132,0.21,0.148,0.358,3,109,143,3.72,104,1.315,797,268,38,2160,2183,185,657,1038,*1/D,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.0952380952380952,0,0,0,0,0,0,0,0,0,0,2003,2,496
Brett Butler,54,36,17,47,34,40.5,54.8,2213,8180,1359,2375,54,578,558,1129,0.29,0.377,0.376,0.753,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*87/9D,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,1,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,2003,2,496
Sid Fernandez,21,21,15,30.7,24.4,27.5,57.9,308,539,28,98,1,34,1,16,0.182,0.206,0.223,0.429,21,114,96,3.36,111,1.144,307,300,1,1866.2,1421,191,715,1743,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.133333333333333,0,0,0,0,0,0,0,0,0,0,2003,2,496
Tony Pena,98,23,18,21.7,22.9,22.3,40.7,1988,6489,667,1687,107,708,80,455,0.26,0.309,0.364,0.673,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2/395D,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,5,0.277777777777778,0,0,1,0,0,0,0,0,0,0,2003,2,496
Darren Daulton,25,30,14,21.3,22.1,21.7,40.7,1161,3630,511,891,137,588,50,629,0.245,0.357,0.427,0.784,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*293/D7,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,3,0.214285714285714,0,0,0,0,0,0,0,0,0,0,2003,1,496
Mark Davis,26,5,15,6.8,11.5,9.1,32.3,625,167,16,26,1,9,1,8,0.156,0.194,0.24,0.434,21,51,84,4.17,89,1.399,624,85,96,1145,1068,129,534,1007,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.133333333333333,0,0,0,0,0,0,1,0,0,0,2003,1,496
Danny Tartabull,31,26,14,20.8,18.7,19.7,55.4,1406,5011,756,1366,262,925,37,768,0.273,0.368,0.496,0.864,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*D4/675,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,1,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,2003,1,496
Mitch Williams,30,11,11,6.5,8.7,7.6,32.3,619,16,2,3,1,4,0,1,0.188,0.235,0.375,0.61,66,45,58,3.65,111,1.564,619,3,192,691.1,537,49,544,660,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,2003,0,496
Todd Worrell,63,13,11,10.1,11.6,10.9,32.3,617,27,1,2,0,0,0,1,0.074,0.107,0.148,0.255,-31,50,52,3.09,122,1.233,617,0,256,693.2,608,65,247,628,*1/9,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.272727272727273,0,0,0,0,0,0,0,0,1,0,2003,0,496
Danny Jackson,34,6,15,15.3,21.9,18.6,57.9,356,428,28,54,0,28,0,10,0.126,0.148,0.164,0.311,-15,112,131,4.01,100,1.412,353,324,1,2072.2,2110,133,816,1225,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.133333333333333,0,0,0,0,0,0,0,0,0,0,2003,0,496
Mickey Tettleton,17,28,14,26.6,22.9,24.7,40.7,1485,4698,711,1132,245,732,23,949,0.241,0.369,0.449,0.818,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2*D39/7,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,2,0.142857142857143,0,0,0,0,0,0,0,0,0,0,2003,0,496
Ozzie Smith,142,35,19,73,40.9,57,52.1,2573,9396,1257,2460,28,793,580,1072,0.262,0.337,0.328,0.666,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,15,0.789473684210526,0,0,0,1,0,0,0,0,0,0,2002,433,472
Andre Dawson,118,44,21,60.6,41,50.8,54.8,2627,9927,1373,2774,438,1591,314,589,0.279,0.323,0.482,0.806,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*8D7,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,8,0.380952380952381,0,0,0,1,1,0,0,0,1,0,2002,214,472
Alan Trammell,118,40,20,67.1,43.3,55.2,52.1,2293,8288,1231,2365,185,1003,236,850,0.285,0.352,0.415,0.767,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6D5/478,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,6,0.3,0,0,1,0,0,0,0,0,0,1,2002,74,472
Frank Viola,69,24,15,43.5,38.5,41,57.9,421,185,8,26,0,6,0,3,0.141,0.154,0.157,0.311,-12,176,150,3.73,112,1.301,421,420,0,2836.1,2827,294,864,1844,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.2,0,0,0,0,0,0,1,0,0,0,2002,2,472
Mike Greenwell,34,23,12,23.7,24,23.9,50.7,1269,4623,657,1400,130,726,80,460,0.303,0.368,0.463,0.831,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7D9/28,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,2,0.166666666666667,0,0,0,0,0,0,0,0,0,0,2002,2,472
Tim Wallach,48,24,17,34.8,28.7,31.7,53.4,2212,8099,908,2085,260,1125,51,649,0.257,0.316,0.416,0.732,102,0,0,4.5,120,1.5,2,0,0,2,3,0,0,0,*539/D7146,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,5,0.294117647058824,0,0,1,0,0,0,0,0,0,0,2002,1,472
Lenny Dykstra,39,20,12,41,32.3,36.6,54.8,1278,4559,802,1298,81,404,285,640,0.285,0.375,0.419,0.793,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8/7,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,3,0.25,1,0,0,0,0,0,0,0,0,0,2002,1,472
Mike Henneman,26,15,10,12.2,12.9,12.5,32.3,561,1,0,0,0,0,0,0,0,0,0,0,-100,57,42,3.21,131,1.306,561,0,193,732.2,686,47,271,533,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,2002,0,472
Robby Thompson,16,20,11,31.7,28.8,30.3,54.4,1304,4612,671,1187,119,458,103,439,0.257,0.329,0.403,0.733,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/6,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,2,0.181818181818182,0,1,0,0,0,0,0,0,0,0,2002,0,472
Jeff Russell,34,7,14,13.5,12.3,12.9,32.3,591,79,3,11,1,10,0,5,0.139,0.188,0.215,0.403,11,56,73,3.75,112,1.346,589,79,186,1099.2,1065,100,415,693,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.142857142857143,0,0,0,0,0,0,0,0,0,0,2002,0,472
Scott Sanderson,16,22,19,25.1,19.4,22.3,57.9,473,474,20,46,2,26,0,26,0.097,0.15,0.137,0.288,-20,163,143,3.84,102,1.255,472,407,5,2561.2,2590,297,625,1611,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0526315789473684,0,0,0,0,0,0,0,0,0,0,2002,0,472
Dave Winfield,148,56,22,59.4,36.4,47.9,55.4,2973,11003,1669,3110,465,1833,223,1216,0.283,0.353,0.475,0.827,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*7*D8/35,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,12,0.545454545454545,0,0,0,1,0,0,0,0,0,0,2001,435,515
Kirby Puckett,160,39,12,48.2,35.8,42,54.8,1783,7244,1071,2304,207,1085,134,450,0.318,0.36,0.477,0.837,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*89D/7456,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,10,0.833333333333333,0,0,0,1,0,0,0,0,0,0,2001,423,515
Don Mattingly,134,34,14,39.8,34.4,37.1,51.5,1785,7003,1007,2153,222,1099,14,588,0.307,0.358,0.471,0.83,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3D97/548,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,6,0.428571428571429,0,0,0,1,1,0,0,0,0,0,2001,145,515
Dave Stewart,76,21,16,23.2,21,22.1,57.9,523,51,5,10,0,4,0,3,0.196,0.241,0.255,0.496,40,168,129,3.95,100,1.344,523,348,19,2629.2,2499,264,1034,1741,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0625,0,0,0,0,0,0,0,0,0,0,2001,38,515
Lou Whitaker,92,43,19,71.4,36.5,54,54.4,2390,8570,1386,2369,244,1084,143,1197,0.276,0.363,0.426,0.789,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4D,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,5,0.263157894736842,0,0,1,0,0,0,0,0,1,1,2001,15,515
Kirk Gibson,16,22,17,35.5,28.4,31.9,55.4,1635,5798,985,1553,255,870,284,718,0.268,0.352,0.463,0.815,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*9*D*8,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2001,13,515
Lance Parrish,107,32,19,36,26.8,31.4,40.7,1988,7067,856,1782,324,1070,28,612,0.252,0.313,0.44,0.753,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2D3/97,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,8,0.421052631578947,0,0,1,0,0,0,0,0,0,0,2001,9,515
Tom Henke,75,19,14,22.1,16.9,19.5,32.3,642,1,0,0,0,0,0,0,0,0,0,0,-100,41,42,2.67,157,1.092,642,0,311,789.2,607,64,255,861,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.142857142857143,0,0,0,0,0,0,0,0,0,0,2001,6,515
Dave Righetti,60,7,16,20.1,20.2,20.2,32.3,718,11,0,2,0,1,0,0,0.182,0.182,0.182,0.364,5,82,79,3.46,114,1.338,718,89,252,1403.2,1287,95,591,1112,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.125,0,0,0,0,0,0,0,0,1,0,2001,2,515
Jose Rijo,28,20,14,34.4,35.9,35.2,57.9,377,445,25,85,2,29,2,8,0.191,0.205,0.234,0.439,20,116,91,3.24,121,1.262,376,269,3,1880,1710,147,663,1606,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,2001,1,515
Ron Darling,26,15,13,16.8,16.2,16.5,57.9,402,526,39,76,2,21,1,15,0.144,0.169,0.203,0.373,5,136,116,3.87,95,1.335,382,364,0,2360.1,2244,239,906,1590,*1/D,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0769230769230769,0,1,0,0,0,0,0,0,0,0,2001,1,515
Jim Deshaies,6,7,12,10.2,13.7,11.9,57.9,258,373,13,33,0,12,0,23,0.088,0.141,0.088,0.23,-33,84,95,4.14,91,1.317,257,253,0,1525,1434,179,575,951,1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,1,515
Steve Bedrosian,37,10,14,13.2,13.1,13.1,32.3,732,153,3,15,0,2,0,3,0.098,0.115,0.098,0.213,-41,76,79,3.38,115,1.296,732,46,184,1191,1026,114,518,921,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0714285714285714,0,0,0,0,0,0,1,0,0,0,2001,1,515
Tom Browning,27,16,12,18.3,17.1,17.7,57.9,324,621,42,95,2,32,5,25,0.153,0.185,0.188,0.374,3,123,90,3.94,97,1.271,302,300,0,1921,1931,236,511,1000,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,2001,1,515
John Kruk,32,24,10,23.1,21.3,22.2,51.5,1200,3897,582,1170,100,592,58,649,0.3,0.397,0.446,0.842,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*79D/8,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,3,0.3,0,0,0,0,0,0,0,0,0,0,2001,1,515
Howard Johnson,41,21,14,20.1,21.5,20.8,53.4,1531,4940,760,1229,228,760,231,692,0.249,0.34,0.446,0.786,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*56789/D43,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,2,0.142857142857143,0,0,0,0,0,0,0,0,0,0,2001,0,515
Andy Van Slyke,36,19,13,38.6,31.2,34.9,54.8,1658,5711,835,1562,164,792,245,667,0.274,0.349,0.443,0.792,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*9735,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,3,0.230769230769231,0,0,1,0,0,0,0,0,0,0,2001,0,515
Rich Gossage,126,19,22,39.4,31,35.2,32.3,1003,85,1,9,0,2,0,4,0.106,0.146,0.118,0.264,-25,124,107,3.01,126,1.232,1002,37,310,1809.1,1497,119,732,1502,*1/D,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,9,0.409090909090909,0,0,0,0,0,0,0,0,0,0,2000,166,499
Jack Morris,122,39,18,39.3,30.8,35.1,57.9,568,1,4,0,0,0,0,0,0,0,0,0,-100,254,186,3.9,105,1.296,549,527,0,3824,3567,389,1390,2478,*1/D,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,5,0.277777777777778,0,0,0,0,0,0,0,0,0,0,2000,111,499
Jeff Reardon,106,13,16,17.6,12.9,15.2,32.3,880,57,0,5,0,2,0,1,0.088,0.103,0.105,0.209,-41,73,77,3.16,122,1.199,880,0,367,1132.1,1000,109,358,877,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,4,0.25,0,0,0,0,0,0,0,0,0,0,2000,24,499
Willie Wilson,61,23,19,43.5,32.9,38.2,54.8,2154,7731,1169,2207,41,585,668,425,0.285,0.326,0.376,0.702,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*79/D,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,2,0.105263157894737,0,0,0,0,0,0,0,0,0,0,2000,10,499
Rick Sutcliffe,49,19,18,31.2,29.7,30.5,57.9,466,562,42,102,4,55,4,34,0.181,0.229,0.246,0.474,30,171,139,4.08,97,1.387,457,392,6,2697.2,2662,236,1081,1679,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.166666666666667,0,0,0,0,0,0,1,0,1,0,2000,9,499
Kent Hrbek,18,26,14,35.7,25.9,30.8,51.5,1747,6192,903,1749,293,1086,37,838,0.282,0.367,0.481,0.848,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3D/5,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,1,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,2000,5,499
Charlie Hough,58,27,25,34.2,26.4,30.3,57.9,858,226,7,33,1,13,0,5,0.146,0.168,0.177,0.345,-6,216,216,3.75,106,1.302,858,440,61,3801.1,3283,383,1665,2362,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,2000,4,499
Dave Henderson,20,12,14,25.2,25.5,25.3,54.8,1538,5130,710,1324,197,708,50,465,0.258,0.32,0.436,0.756,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*89D7/4,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,1,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,2000,2,499
Steve Sax,58,24,14,22.9,20.4,21.6,54.4,1769,6940,913,1949,54,550,444,556,0.281,0.335,0.358,0.692,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/7D59,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,5,0.357142857142857,0,0,0,0,0,0,0,0,1,0,2000,2,499
Bob Welch,67,37,17,40.4,28.7,34.5,57.9,520,582,26,88,2,30,0,22,0.151,0.186,0.177,0.363,2,211,146,3.47,106,1.27,506,462,8,3092,2894,267,1034,1969,*1/79,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.117647058823529,0,0,0,0,0,0,1,0,0,0,2000,1,499
Bill Gullickson,18,20,14,20.4,16.1,18.2,57.9,398,576,30,81,3,27,0,20,0.141,0.169,0.184,0.353,-2,162,136,3.93,98,1.282,398,390,0,2560,2659,282,622,1279,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1,499
Lonnie Smith,28,20,17,36.3,28.3,32.3,50.7,1613,5170,909,1488,98,533,370,623,0.288,0.371,0.42,0.791,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*78D9,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,1,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,2000,1,499
Bruce Hurst,30,19,15,31.7,28.7,30.2,57.9,380,274,11,31,0,8,0,20,0.113,0.173,0.131,0.305,-13,145,113,3.92,104,1.325,379,359,0,2417.1,2463,258,740,1689,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,2000,1,499
Hubie Brooks,10,12,15,10,15.7,12.9,52.1,1645,5974,656,1608,149,824,64,387,0.269,0.315,0.403,0.717,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*5*6D/347,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,2,0.133333333333333,0,0,0,0,0,0,0,0,0,0,2000,0,499
Nolan Ryan,256,55,27,75.2,41,58.1,57.9,807,852,40,94,2,36,3,38,0.11,0.148,0.134,0.282,-18,324,292,3.19,112,1.247,807,773,3,5386,3923,321,2795,5714,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,8,0.296296296296296,0,0,0,0,0,0,0,0,0,0,1999,491,497
