Name,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS.Plus,W,L,ERA,ERA.Plus,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,PosSummary,Runoff,Special,VeteransCommittee,NegroLeagues,position,1B,RF,LF,CF,C,3B,2B,SS,DH,OF,AS.total,AS.percent,drugs,gold1,gold2,gold3,mvp1,mvp2,cy1,cy2,rookie,oneteam,Year,Votes,NumBallots
Doug DeCinces,12,20,15,38.6,29.6,34.1,53.4,1649,5809,778,1505,237,879,58,618,0.259,0.329,0.445,0.774,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*54/D367,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,1,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,1993,2,423
Davey Lopes,33,26,16,40.3,29.2,34.8,54.4,1812,6354,1023,1671,155,614,557,833,0.263,0.349,0.388,0.737,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*48795/D6,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,4,0.25,0,1,0,0,0,0,0,0,0,0,1993,2,423
Andre Thornton,18,19,14,22,22,22,51.5,1565,5291,792,1342,253,895,48,876,0.254,0.36,0.452,0.811,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*D*3/95,0,0,0,0,DH,0,0,0,0,0,0,0,0,1,0,2,0.142857142857143,0,0,0,0,0,0,0,0,0,0,1993,2,423
Bill Campbell,31,11,15,11.4,12.6,12,32.3,700,26,2,4,0,2,0,4,0.154,0.267,0.154,0.421,19,83,68,3.54,111,1.329,700,9,126,1229.1,1139,82,495,864,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,1993,1,423
Gary Matthews,20,29,16,27.3,20.9,24.1,50.7,2033,7147,1083,2011,234,978,183,940,0.281,0.364,0.439,0.802,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*9D,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,2,0.125,0,0,0,0,0,0,0,0,1,0,1993,0,423
Hal McRae,49,24,19,24.7,22.4,23.6,50.7,2084,7218,940,2091,191,1097,109,648,0.29,0.351,0.454,0.805,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*D*798/54,0,0,0,0,DH,0,0,0,0,0,0,0,0,1,0,3,0.157894736842105,0,0,0,0,0,0,0,0,0,0,1993,0,423
Darrell Porter,63,31,17,37.8,27.4,32.6,40.7,1782,5539,765,1369,188,826,39,905,0.247,0.354,0.409,0.763,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2D/3,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,4,0.235294117647059,0,0,0,0,0,0,0,0,0,0,1993,0,423
Cecil Cooper,96,28,17,32.6,28.3,30.4,51.5,1896,7349,1012,2192,241,1125,89,448,0.298,0.337,0.466,0.803,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*D,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,5,0.294117647058824,0,0,1,0,0,0,0,0,0,0,1993,0,423
Rick Burleson,20,17,13,21,19.7,20.4,52.1,1346,5139,656,1401,50,449,72,420,0.273,0.328,0.361,0.689,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*64D/5,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,4,0.307692307692308,0,1,0,0,0,0,0,0,0,0,1993,0,423
Tom Seaver,244,66,20,105.3,55.6,80.5,57.9,677,1315,99,202,12,86,4,108,0.154,0.219,0.21,0.429,22,311,205,2.86,127,1.121,656,647,1,4783,3971,380,1390,3640,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,12,0.6,0,0,0,0,0,0,0,1,1,0,1992,425,430
Tony Perez,81,41,23,50.1,35,42.6,51.5,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*5D/4,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,7,0.304347826086957,0,0,0,0,0,0,0,0,0,0,1992,215,430
George Foster,92,27,18,41.3,35.5,38.4,50.7,1977,7023,986,1925,348,1239,51,666,0.274,0.338,0.48,0.818,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*789/D3,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,5,0.277777777777778,0,0,0,0,1,0,0,0,0,0,1992,24,430
Vida Blue,114,35,17,41.6,36.5,39.1,57.9,508,512,37,53,4,15,0,49,0.104,0.186,0.145,0.33,-4,209,161,3.27,108,1.233,502,473,2,3343.1,2939,263,1185,2175,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,6,0.352941176470588,0,0,0,0,1,0,1,0,0,0,1992,23,430
Bobby Grich,42,32,17,67.3,44.3,55.8,54.4,2008,6890,1033,1833,224,864,104,1087,0.266,0.371,0.424,0.794,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4635/D,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,6,0.352941176470588,0,0,1,0,0,0,0,0,0,0,1992,11,430
Dusty Baker,25,24,19,34.2,24.8,29.5,50.7,2039,7117,964,1981,242,1013,137,762,0.278,0.347,0.432,0.779,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*8*93/D,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,2,0.105263157894737,0,1,0,0,0,0,0,0,0,0,1992,4,430
Bill Russell,26,15,18,28.6,20.1,24.3,52.1,2181,7318,796,1926,46,627,167,483,0.263,0.31,0.338,0.648,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*69847/5,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,3,0.166666666666667,0,0,0,0,0,0,0,0,0,1,1992,3,430
Dave Kingman,49,23,16,14.8,14.9,14.9,50.7,1941,6677,901,1575,442,1210,85,608,0.236,0.302,0.478,0.78,115,0,0,9,47,2.25,2,0,0,4,3,0,6,4,*3*7*D59/1,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,3,0.1875,0,0,0,0,0,0,0,0,0,0,1992,3,430
Steve Yeager,32,23,15,16.6,14,15.3,40.7,1269,3584,357,816,102,410,14,342,0.228,0.298,0.355,0.653,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,2,430
Cesar Cedeno,42,28,17,49.7,40.1,44.9,54.8,2006,7310,1084,2087,199,976,550,664,0.285,0.347,0.443,0.79,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8397,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,4,0.235294117647059,0,0,1,0,0,0,0,0,0,0,1992,2,430
Dennis Leonard,39,21,12,23.3,22,22.7,57.9,313,0,0,0,0,0,0,0,0,0,0,0,0,144,106,3.7,107,1.262,312,302,1,2187,2137,202,622,1323,*1/D,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,1,430
Toby Harrah,20,33,17,47.6,33.4,40.5,53.4,2155,7402,1115,1954,195,918,238,1153,0.264,0.365,0.395,0.76,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5*64/D9,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,4,0.235294117647059,0,0,0,0,0,0,0,0,0,0,1992,1,430
Ben Oglivie,32,18,16,23.4,21.8,22.6,50.7,1754,5913,784,1615,235,901,87,560,0.273,0.336,0.45,0.786,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*9D3/8,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,3,0.1875,0,0,0,0,0,0,0,0,0,0,1992,0,430
Ken Forsch,12,14,16,23.6,19.7,21.6,57.9,521,383,16,52,0,17,1,16,0.136,0.17,0.151,0.322,-7,114,113,3.37,106,1.249,521,241,51,2127.1,2071,155,586,1047,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.125,0,0,0,0,0,0,0,0,0,0,1992,0,430
Garry Maddox,25,16,15,34.4,29.1,31.8,54.8,1749,6331,777,1802,117,754,248,323,0.285,0.32,0.413,0.733,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8/79,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1992,0,430
Gorman Thomas,35,16,13,17.2,19.8,18.5,54.8,1435,4677,681,1051,268,782,50,697,0.225,0.324,0.448,0.772,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8D97/35,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,1,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,1992,0,430
John Denny,25,13,13,30,28.2,29.1,57.9,326,570,44,97,0,29,9,19,0.17,0.197,0.193,0.39,8,123,108,3.59,105,1.336,325,322,0,2148.2,2093,137,778,1146,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1992,0,430
Pete Vuckovich,24,12,11,14.5,15.5,15,57.9,286,208,15,33,0,13,1,3,0.159,0.169,0.192,0.361,-1,93,69,3.66,104,1.374,286,186,10,1455.1,1454,107,545,882,1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1992,0,430
Rod Carew,242,55,19,76.6,47.6,62.1,54.4,2469,9315,1424,3053,92,1015,353,1018,0.328,0.393,0.429,0.822,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*4D/657,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,18,0.947368421052632,0,0,0,0,1,0,0,0,1,0,1991,401,443
Rollie Fingers,140,18,17,24,18.3,21.1,32.3,945,180,10,31,2,9,0,3,0.172,0.186,0.222,0.408,16,114,118,2.9,120,1.156,944,37,341,1701.1,1474,123,492,1299,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,7,0.411764705882353,0,0,0,0,1,0,1,0,0,0,1991,291,443
Rusty Staub,59,38,23,41.6,31.6,36.6,55.4,2951,9720,1189,2716,292,1466,47,1255,0.279,0.362,0.431,0.793,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*D*37/8,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,6,0.260869565217391,0,0,0,0,0,0,0,0,0,0,1991,28,443
Al Oliver,116,40,18,40.2,26.6,33.4,54.8,2368,9049,1189,2743,219,1326,84,535,0.303,0.344,0.451,0.795,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*3*7D9,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,7,0.388888888888889,0,0,0,0,0,0,0,0,0,0,1991,19,443
Larry Bowa,70,21,16,20,20.3,20.1,52.1,2247,8418,987,2191,15,525,318,474,0.26,0.3,0.32,0.62,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6/4,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,5,0.3125,0,0,1,0,0,0,0,0,0,0,1991,11,443
Jerry Koosman,59,33,19,49.6,34.8,42.2,57.9,612,915,36,109,2,46,1,33,0.119,0.151,0.141,0.292,-17,222,209,3.36,110,1.259,612,527,17,3839.1,3635,290,1198,2556,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.105263157894737,0,0,0,0,0,0,0,0,0,0,1991,4,443
John Lowenstein,7,13,16,8.1,11.1,9.6,50.7,1368,3476,510,881,116,441,128,446,0.253,0.337,0.403,0.741,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*79D548/36,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,1,443
Jeff Burroughs,35,18,16,15,14.7,14.9,55.4,1689,5536,720,1443,240,882,16,831,0.261,0.355,0.439,0.795,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*7D/3,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,2,0.125,0,0,0,0,1,0,0,0,0,0,1991,1,443
Mike Jorgensen,4,10,17,7.9,9.8,8.8,51.5,1633,3421,429,833,95,426,58,532,0.243,0.347,0.373,0.72,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3798/D,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1991,1,443
Ellis Valentine,5,9,10,15.8,16.3,16,55.4,894,3166,380,881,123,474,59,180,0.278,0.315,0.458,0.773,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*98/7D,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,1,0.1,0,1,0,0,0,0,0,0,0,0,1991,1,443
Mike Hargrove,14,19,12,27.4,23.1,25.2,51.5,1666,5564,783,1614,80,686,24,965,0.29,0.396,0.391,0.787,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*37D,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,1,0.0833333333333333,0,0,0,0,0,0,0,0,1,0,1991,1,443
Richie Hebner,12,19,18,30.8,22.2,26.5,53.4,1908,6144,865,1694,203,890,38,687,0.276,0.352,0.438,0.79,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5*3D/974,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,1,443
Burt Hooton,41,22,15,33.2,29,31.1,57.9,481,748,42,92,4,49,0,44,0.123,0.173,0.163,0.336,-6,151,136,3.38,108,1.243,480,377,7,2652,2497,193,799,1491,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,1991,1,443
Oscar Gamble,8,17,17,20.5,16.9,18.7,55.4,1584,4502,656,1195,200,666,47,610,0.265,0.356,0.454,0.811,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*D*978/3,0,0,0,0,DH,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,0,443
Bob Bailor,2,1,11,7.7,8.2,7.9,52.1,955,2937,339,775,9,222,90,187,0.264,0.31,0.325,0.636,77,0,0,7.71,65,2.143,3,0,0,2.1,4,0,1,0,964587/D1,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,0,443
Larry Gura,25,17,16,19.1,19.3,19.2,57.9,405,33,1,3,0,1,0,2,0.091,0.143,0.091,0.234,-36,126,97,3.76,106,1.28,403,261,14,2047,2020,204,600,801,*1/D,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0625,0,0,0,0,0,0,0,0,0,0,1991,0,443
John Wathan,2,3,10,3.7,6.6,5.2,40.7,860,2505,305,656,21,261,105,199,0.262,0.318,0.343,0.661,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*239/7D,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,0,443
Bruce Kison,11,15,15,13.6,12.3,12.9,57.9,388,404,31,66,3,31,2,16,0.163,0.2,0.248,0.448,24,115,88,3.66,102,1.301,380,246,12,1809.2,1693,150,662,1073,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,0,443
Steve Rogers,48,23,13,42.1,35.2,38.7,57.9,406,881,47,122,0,39,1,61,0.138,0.195,0.152,0.347,-2,158,152,3.17,116,1.232,399,393,2,2837.2,2619,151,876,1621,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,5,0.384615384615385,0,0,0,0,0,0,0,0,0,0,1991,0,443
Rich Dauer,8,12,10,12.4,12.6,12.5,54.4,1140,3829,448,984,43,372,6,297,0.257,0.31,0.343,0.653,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*45/D3,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,0,443
Pat Zachry,10,6,10,9.9,10.1,10,57.9,293,318,9,36,0,6,0,14,0.113,0.15,0.113,0.263,-25,69,67,3.52,102,1.395,293,154,3,1177.1,1147,88,495,669,1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,1,0,1991,0,443
Al Bumbry,28,15,14,22.3,20.5,21.4,54.8,1496,5053,778,1422,54,402,254,471,0.281,0.343,0.378,0.721,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*7D9,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,1,0.0714285714285714,0,0,0,0,0,0,0,0,1,0,1991,0,443
Art Howe,0,5,11,13,13.5,13.3,53.4,891,2626,268,682,43,293,10,275,0.26,0.329,0.379,0.708,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*543/6,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,0,443
Geoff Zahn,5,7,13,18.4,19.6,19,57.9,304,43,3,6,0,1,0,0,0.14,0.14,0.14,0.279,-22,111,109,3.74,107,1.354,304,270,1,1849,1978,149,526,705,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,0,443
Jim Palmer,192,56,19,64.4,45.2,54.8,57.9,576,489,52,85,3,41,1,16,0.174,0.2,0.215,0.414,18,268,152,2.86,125,1.18,558,521,4,3948,3349,303,1311,2212,*1/D,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,6,0.315789473684211,0,0,1,0,0,0,0,1,0,1,1990,411,444
Joe Morgan,172,56,22,97.1,58.1,77.6,54.4,2649,9277,1650,2517,268,1133,689,1865,0.271,0.392,0.427,0.819,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/7D58,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,10,0.454545454545455,0,0,1,0,0,1,0,0,0,0,1990,363,444
Tug McGraw,49,12,19,20.5,19.7,20.1,32.3,826,214,14,39,1,18,0,10,0.182,0.221,0.229,0.45,26,96,92,3.14,117,1.254,824,39,180,1514.2,1318,108,582,1109,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,2,0.105263157894737,0,0,0,0,0,0,0,0,0,0,1990,6,444
Bucky Dent,23,14,12,15.1,15.6,15.4,52.1,1392,4512,451,1114,40,423,17,328,0.247,0.297,0.321,0.618,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6/45D,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,3,0.25,0,0,0,0,0,0,0,0,0,0,1990,3,444
Bob Watson,28,24,19,25.8,22.7,24.3,51.5,1832,6185,802,1826,184,989,27,653,0.295,0.364,0.447,0.811,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*7D/29,0,0,0,0,1B,1,0,0,0,0,0,0,0,0,0,2,0.105263157894737,0,0,0,0,0,0,0,0,0,0,1990,3,444
Mickey Rivers,35,16,15,30.3,26,28.1,54.8,1468,5629,785,1660,61,499,267,266,0.295,0.327,0.397,0.724,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8D79,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,1,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,1990,2,444
Rick Monday,15,21,19,30,21.2,25.6,54.8,1986,6136,950,1619,241,775,98,924,0.264,0.361,0.443,0.804,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8973,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,2,0.105263157894737,0,0,0,0,0,0,0,0,0,0,1990,2,444
Lou Piniella,20,14,18,9.3,14.2,11.7,50.7,1747,5867,651,1705,102,766,32,368,0.291,0.333,0.409,0.741,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*79D/83,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,1,0.0555555555555556,0,0,0,0,0,0,0,0,1,0,1990,2,444
Jerry Remy,3,17,10,12.6,11.8,12.2,54.4,1154,4455,605,1226,7,329,208,356,0.275,0.327,0.328,0.656,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/D596,0,0,0,0,2B,0,0,0,0,0,0,1,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,1990,1,444
Jim Bibby,21,9,12,17.3,19.2,18.3,57.9,341,209,15,31,5,17,0,13,0.148,0.208,0.249,0.457,25,111,101,3.76,99,1.328,340,239,8,1722.2,1565,131,723,1079,*1/D,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,1,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,1990,1,444
Greg Luzinski,53,26,15,23.6,21,22.3,50.7,1821,6505,880,1795,307,1128,37,845,0.276,0.363,0.478,0.84,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*D3/9,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,4,0.266666666666667,0,0,0,0,0,0,0,0,0,0,1990,1,444
Mike Torrez,37,18,18,19.7,18.5,19.1,57.9,499,412,24,64,0,15,1,10,0.155,0.179,0.18,0.359,0,185,160,3.96,98,1.45,494,458,0,3043.2,3043,223,1371,1404,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,1,444
John Stearns,12,6,11,18.5,18.3,18.4,40.7,810,2681,334,696,46,312,91,323,0.26,0.341,0.375,0.717,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*23/57,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,4,0.363636363636364,0,0,0,0,0,0,0,0,0,0,1990,0,444
Mike Caldwell,28,11,14,15.9,19.2,17.5,57.9,476,216,11,34,0,8,0,4,0.157,0.172,0.19,0.362,2,137,130,3.81,99,1.319,475,307,18,2408.2,2581,218,597,939,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,0,444
Champ Summers,0,10,11,2.7,4.1,3.4,55.4,698,1371,199,350,54,218,15,188,0.255,0.35,0.425,0.776,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9D73/52,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,0,444
Amos Otis,42,27,17,39.2,30.6,34.9,54.8,1998,7299,1092,2020,193,1007,341,757,0.277,0.343,0.425,0.768,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*879/D5,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,5,0.294117647058824,0,0,1,0,0,0,0,0,0,0,1990,0,444
Dick Tidrow,12,9,13,11.2,13.7,12.5,32.3,620,95,6,9,0,7,0,3,0.095,0.122,0.095,0.217,-37,100,94,3.68,102,1.308,620,138,55,1746.2,1705,163,579,975,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,0,444
Tony Scott,0,2,11,3.3,5.7,4.5,54.8,991,2803,331,699,17,253,125,186,0.249,0.297,0.327,0.625,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*879,0,0,0,0,CF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,0,444
Jose Morales,5,9,12,-0.4,2,0.8,51.5,733,1305,126,375,26,207,0,89,0.287,0.332,0.408,0.741,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D32/7,0,0,0,0,DH,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,0,444
Ken Singleton,39,30,15,38.6,31.9,35.3,55.4,2082,7189,985,2029,246,1065,21,1263,0.282,0.388,0.436,0.824,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*D7/8,0,0,0,0,RF,0,1,0,0,0,0,0,0,0,0,3,0.2,0,0,0,0,0,0,0,0,0,0,1990,0,444
Paul Splittorff,24,16,15,20.1,17.3,18.7,57.9,430,121,12,22,0,4,0,7,0.182,0.233,0.207,0.439,30,166,143,3.81,101,1.34,429,392,1,2554.2,2644,192,780,1057,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,0,444
Roy Howell,6,10,11,9.1,10.4,9.7,53.4,1112,3791,422,991,80,454,9,318,0.261,0.321,0.389,0.71,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*5D/397,0,0,0,0,3B,0,0,0,0,0,1,0,0,0,0,1,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,1990,0,444
Johnny Bench,214,45,17,72.3,45.9,59.1,40.7,2158,7658,1091,2048,389,1376,68,891,0.267,0.342,0.476,0.817,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*25379/8,0,0,0,0,C,0,0,0,0,1,0,0,0,0,0,14,0.823529411764706,0,0,0,1,0,1,0,0,1,1,1989,431,447
Carl Yastrzemski,215,60,23,90.1,53.1,71.6,50.7,3308,11988,1816,3419,452,1844,168,1845,0.285,0.379,0.462,0.841,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*3*D85/9,0,0,0,0,LF,0,0,1,0,0,0,0,0,0,0,18,0.782608695652174,0,0,0,1,1,0,0,0,0,1,1989,423,447
Gaylord Perry,177,57,22,84.5,49.6,67,57.9,787,1076,48,141,6,47,0,22,0.131,0.153,0.164,0.316,-10,314,265,3.11,117,1.181,777,690,11,5350,4938,399,1379,3534,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,5,0.227272727272727,0,0,0,0,0,0,0,1,0,0,1989,304,447
Fergie Jenkins,132,53,19,79.4,49.1,64.3,57.9,665,896,54,148,13,85,0,41,0.165,0.2,0.252,0.452,23,284,226,3.34,115,1.142,664,594,7,4500.2,4142,484,997,3192,*1,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.157894736842105,0,0,0,0,0,0,0,0,0,0,1989,234,447
Jim Kaat,130,44,25,46.3,36.3,41.3,57.9,1004,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37,283,237,3.45,108,1.259,898,625,18,4530.1,4620,395,1083,2461,*1/D,0,0,0,0,P,0,0,0,0,0,0,0,0,0,0,3,0.12,0,0,0,1,0,0,0,0,0,0,1989,87,447
Bert Campaneris,76,27,19,49.2,34.7,41.9,52.1,2328,8684,1181,2249,79,646,649,618,0.259,0.311,0.342,0.653,89,0,0,9,56,3,1,0,0,1,1,0,2,1,*6574/D83219,0,0,0,0,SS,0,0,0,0,0,0,0,1,0,0,6,0.315789473684211,0,0,0,0,0,0,0,0,0,0,1989,14,447
