Name,Year,GS,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS
Jeffrey Leonard,1987,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jered Weaver,2012,,1,,,,,,,,,,,,,,,,
Jered Weaver,2011,as P,1,,,,,,,,,,,,,,,,
Jered Weaver,2010,,0,,,,,,,,,,,,,,,,
Jermaine Dye,2006,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jermaine Dye,2000,as RF,1,3,2,1,0,0,0,0,0,0,0,1,1,0,0.333,0,0.333
Jeromy Burnitz,1999,as LF,1,2,2,1,1,1,0,0,0,0,0,0,0,0.5,0.5,1,1.5
Jerry Coleman,1950,,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Jerry Grote,1974,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jerry Grote,1968,as C,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jerry Koosman,1969,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jerry Koosman,1968,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jerry Lumpe,1964,,0,,,,,,,,,,,,,,,,
Jerry Morales,1977,,1,1,0,1,0,0,0,0,0,0,0,0,0,,1,,
Jerry Moses,1970,,0,,,,,,,,,,,,,,,,
Jerry Mumphrey,1984,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jerry Remy,1978,,0,,,,,,,,,,,,,,,,
Jerry Reuss,1980,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jerry Reuss,1975,as P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerry Walker,1959 (2),as P,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jesse Barfield,1986,,1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Jesse Crain,2013,,0,,,,,,,,,,,,,,,,
Jesse Orosco,1984,,0,,,,,,,,,,,,,,,,
Jesse Orosco,1983,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jhonny Peralta,2013,,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2
Jhonny Peralta,2011,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Bagby,1943,,0,,,,,,,,,,,,,,,,
Jim Bagby,1942,,0,,,,,,,,,,,,,,,,
Jim Bibby,1980,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Bouton,1963,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Brewer,1973,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Bunning,1962 (2),,0,,,,,,,,,,,,,,,,
Jim Bunning,1962 (1),as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Bunning,1961 (2),as P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Bunning,1961 (1),,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Bunning,1959 (1),,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Bunning,1966,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Bunning,1964,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Bunning,1963,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Bunning,1957,as P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Busby,1951,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Clancy,1982,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Coates,1960 (2),,0,,,,,,,,,,,,,,,,
Jim Coates,1960 (1),,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Colborn,1973,,0,,,,,,,,,,,,,,,,
Jim Davenport,1962 (2),,0,,,,,,,,,,,,,,,,
Jim Davenport,1962 (1),,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2
Jim Edmonds,2005,as CF,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5
Jim Edmonds,2003,as CF,1,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1
Jim Edmonds,2000,as CF,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Jim Edmonds,1995,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jim Finigan,1955,as 3B,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jim Finigan,1954,,0,,,,,,,,,,,,,,,,
Jim Fregosi,1970,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Fregosi,1969,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Fregosi,1968,as SS,1,3,3,0,1,1,0,0,0,0,0,0,1,0.333,0.333,0.667,1
Jim Fregosi,1967,,1,5,4,0,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5
Jim Fregosi,1966,,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jim Fregosi,1964,as SS,1,5,4,1,1,0,0,0,1,0,0,0,1,0.25,0.2,0.25,0.45
Jim Gentile,1962 (2),as 1B,1,5,4,0,1,0,0,0,0,0,0,1,1,0.25,0.4,0.25,0.65
Jim Gentile,1962 (1),as 1B,1,4,3,0,0,0,0,0,0,0,0,1,1,0,0.25,0,0.25
Jim Gentile,1961 (2),,0,,,,,,,,,,,,,,,,
Jim Gentile,1961 (1),,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Jim Gentile,1960 (2),,0,,,,,,,,,,,,,,,,
Jim Gentile,1960 (1),,1,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1
Jim Gilliam,1959 (2),,1,3,2,1,1,0,0,1,1,0,0,1,0,0.5,0.667,2,2.667
Jim Gilliam,1956,,0,,,,,,,,,,,,,,,,
Jim Hearn,1952,,0,,,,,,,,,,,,,,,,
Jim Hegan,1952,,0,,,,,,,,,,,,,,,,
Jim Hegan,1951,,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,2,3
Jim Hegan,1950,,1,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Jim Hegan,1949,,0,,,,,,,,,,,,,,,,
Jim Hegan,1947,,0,,,,,,,,,,,,,,,,
Jim Hickman,1970,,1,4,4,0,1,0,0,0,1,0,0,0,2,0.25,0.25,0.25,0.5
Jim Johnson,2012,,1,,,,,,,,,,,,,,,,
Jim Kaat,1962 (2),,0,,,,,,,,,,,,,,,,
Jim Kaat,1975,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Kaat,1966,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Kern,1979,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Kern,1978,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Kern,1977,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Konstanty,1950,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Landis,1962 (2),,0,,,,,,,,,,,,,,,,
Jim Landis,1962 (1),,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jim Lefebvre,1966,as 2B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Lemon,1960 (2),,0,,,,,,,,,,,,,,,,
Jim Lemon,1960 (1),,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0.5
Jim Lonborg,1967,,0,,,,,,,,,,,,,,,,
Jim Maloney,1965,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim McGlothlin,1967,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Merritt,1970,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim O'Toole,1963,as P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Palmer,1978,as P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Palmer,1977,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Palmer,1975,,0,,,,,,,,,,,,,,,,
Jim Palmer,1972,as P,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Palmer,1971,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Palmer,1970,as P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Perry,1961 (1),,0,,,,,,,,,,,,,,,,
Jim Perry,1971,,0,,,,,,,,,,,,,,,,
Jim Perry,1970,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Piersall,1956,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Piersall,1954,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Presley,1986,,0,,,,,,,,,,,,,,,,
Jim Ray Hart,1966,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jim Rice,1986,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jim Rice,1985,as LF,1,4,3,0,0,0,0,0,0,0,0,1,2,0,0.25,0,0.25
Jim Rice,1984,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jim Rice,1983,as LF,1,4,4,1,2,0,0,1,1,0,0,0,0,0.5,0.5,1.25,1.75
Jim Rice,1980,,0,,,,,,,,,,,,,,,,
Jim Rice,1979,as RF,1,5,5,0,1,1,0,0,0,0,0,0,2,0.2,0.2,0.4,0.6
Jim Rice,1978,as LF,1,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Jim Rice,1977,,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Jim Slaton,1977,,0,,,,,,,,,,,,,,,,
Jim Spencer,1973,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Sundberg,1984,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Sundberg,1978,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Sundberg,1974,,0,,,,,,,,,,,,,,,,
Jim Thome,2006,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Thome,2004,,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jim Thome,1999,as 1B,1,3,2,1,1,0,0,0,1,0,0,1,0,0.5,0.667,0.5,1.167
Jim Thome,1998,as 1B,1,4,2,1,0,0,0,0,0,0,0,2,1,0,0.5,0,0.5
Jim Thome,1997,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Tobin,1944,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Turner,1938,,0,,,,,,,,,,,,,,,,
Jim Wilson,1956,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jim Wilson,1955,,0,,,,,,,,,,,,,,,,
Jim Wilson,1954,,0,,,,,,,,,,,,,,,,
Jim Wynn,1975,as CF,1,2,2,1,1,0,0,1,1,0,0,0,0,0.5,0.5,2,2.5
Jim Wynn,1974,as CF,1,3,3,1,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Jim Wynn,1967,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2
Jimmie Foxx,1941,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jimmie Foxx,1940,as 1B,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jimmie Foxx,1939,,0,,,,,,,,,,,,,,,,
Jimmie Foxx,1938,as 1B,1,4,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5
Jimmie Foxx,1937,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmie Foxx,1936,,1,2,2,1,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1
Jimmie Foxx,1935,as 3B,1,4,3,1,2,0,0,1,3,0,0,1,1,0.667,0.75,1.667,2.417
Jimmie Foxx,1934,as 3B,1,5,5,1,2,1,0,0,1,0,0,0,2,0.4,0.4,0.6,1
Jimmie Foxx,1933,,0,,,,,,,,,,,,,,,,
Jimmie Hall,1965,,1,3,2,1,0,0,0,0,0,0,0,1,1,0,0.333,0,0.333
Jimmie Hall,1964,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jimmie Wilson,1935,as C,1,3,3,0,1,1,0,0,0,0,0,0,0,0.333,0.333,0.667,1
Jimmie Wilson,1933,as C,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Brown,1942,as 2B,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0.333
Jimmy Dykes,1934,,0,,,,,,,,,,,,,,,,
Jimmy Dykes,1933,as 3B,1,4,3,1,2,0,0,0,0,0,0,1,0,0.667,0.75,0.667,1.417
Jimmy Key,1994,as P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jimmy Key,1993,,1,,,,,,,,,,,,,,,,
Jimmy Key,1991,,1,,,,,,,,,,,,,,,,
Jimmy Key,1985,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jimmy Rollins,2005,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2
Jimmy Rollins,2002,as SS,1,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,2
Jimmy Rollins,2001,,1,1,0,0,0,0,0,0,0,1,0,1,0,,1,,
Jo-Jo Moore,1940,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jo-Jo Moore,1938,,0,,,,,,,,,,,,,,,,
Jo-Jo Moore,1937,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jo-Jo Moore,1936,,0,,,,,,,,,,,,,,,,
Jo-Jo Moore,1935,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jo-Jo Moore,1934,,0,,,,,,,,,,,,,,,,
Joakim Soria,2010,,0,,,,,,,,,,,,,,,,
Joakim Soria,2008,,1,,,,,,,,,,,,,,,,
Joaquin Andujar,1985,,0,,,,,,,,,,,,,,,,
Joaquin Andujar,1984,,0,,,,,,,,,,,,,,,,
Joaquin Andujar,1979,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Joaquin Andujar,1977,,0,,,,,,,,,,,,,,,,
Jody Davis,1986,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2
Jody Davis,1984,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Adcock,1960 (2),as 1B,1,2,2,1,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1
Joe Adcock,1960 (1),as 1B,1,3,3,0,2,1,0,0,0,0,0,0,0,0.667,0.667,1,1.667
Joe Azcue,1968,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Joe Carter,1996,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2
Joe Carter,1994,as LF,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Carter,1993,as RF,1,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667
Joe Carter,1992,as RF,1,3,3,1,2,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.333
Joe Carter,1991,,1,2,1,1,1,0,0,0,0,0,0,1,0,1,1,1,2
Joe Coleman,1972,,0,,,,,,,,,,,,,,,,
Joe Coleman,1948,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,
Joe Crede,2008,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Cronin,1941,as SS,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Joe Cronin,1939,as SS,1,4,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5
Joe Cronin,1938,as SS,1,4,3,0,2,1,0,0,1,0,0,1,0,0.667,0.75,1,1.75
Joe Cronin,1937,as SS,1,4,4,1,1,1,0,0,0,0,0,0,0,0.25,0.25,0.5,0.75
Joe Cronin,1935,as SS,1,4,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Joe Cronin,1934,as SS,1,5,5,1,2,1,0,0,2,0,1,0,1,0.4,0.4,0.6,1
Joe Cronin,1933,as SS,1,4,3,1,1,0,0,0,0,0,0,1,0,0.333,0.5,0.333,0.833
Joe Cunningham,1959 (2),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Cunningham,1959 (1),,0,,,,,,,,,,,,,,,,
Joe DeMaestri,1957,,0,,,,,,,,,,,,,,,,
Joe DiMaggio,1951,,0,,,,,,,,,,,,,,,,
Joe DiMaggio,1950,,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe DiMaggio,1949,as CF,1,4,4,1,2,1,0,0,3,0,0,0,0,0.5,0.5,0.75,1.25
Joe DiMaggio,1948,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Joe DiMaggio,1947,as CF,1,4,3,0,1,0,0,0,0,0,0,1,0,0.333,0.5,0.333,0.833
Joe DiMaggio,1946,,0,,,,,,,,,,,,,,,,
Joe DiMaggio,1942,as CF,1,4,4,0,2,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Joe DiMaggio,1941,as CF,1,5,4,3,1,1,0,0,1,0,0,1,0,0.25,0.4,0.5,0.9
Joe DiMaggio,1940,as CF,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe DiMaggio,1939,as CF,1,4,4,1,1,0,0,1,1,0,0,0,0,0.25,0.25,1,1.25
Joe DiMaggio,1938,as RF,1,4,4,1,1,0,0,0,0,1,0,0,1,0.25,0.25,0.25,0.5
Joe DiMaggio,1937,as RF,1,5,4,1,1,0,0,0,0,0,0,1,2,0.25,0.4,0.25,0.65
Joe DiMaggio,1936,as RF,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Dobson,1948,,0,,,,,,,,,,,,,,,,
Joe Girardi,2000,,0,,,,,,,,,,,,,,,,
Joe Gordon,1949,,1,2,2,1,1,1,0,0,0,0,0,0,1,0.5,0.5,1,1.5
Joe Gordon,1948,as 2B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Gordon,1947,as 2B,1,2,2,0,1,1,0,0,0,0,0,0,1,0.5,0.5,1,1.5
Joe Gordon,1946,,1,2,2,0,1,1,0,0,2,0,0,0,0,0.5,0.5,1,1.5
Joe Gordon,1943,,0,,,,,,,,,,,,,,,,
Joe Gordon,1942,as 2B,1,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Joe Gordon,1941,,1,2,2,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Joe Gordon,1940,as 2B,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Joe Gordon,1939,as 2B,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Joe Haynes,1948,,0,,,,,,,,,,,,,,,,
Joe Hoerner,1970,,0,,,,,,,,,,,,,,,,
Joe Horlen,1967,,0,,,,,,,,,,,,,,,,
Joe Mauer,2013,as C,0,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Joe Mauer,2012,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2
Joe Mauer,2010,as C,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Mauer,2009,as C,1,3,3,1,1,1,0,0,1,0,0,0,0,0.333,0.333,0.667,1
Joe Mauer,2008,as C,1,2,1,0,1,0,0,0,0,0,0,1,0,1,1,1,2
Joe Mauer,2006,,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Joe Mays,2001,,1,,,,,,,,,,,,,,,,
Joe Medwick,1944,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,
Joe Medwick,1942,as LF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Medwick,1941,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Medwick,1940,as LF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Medwick,1939,as LF,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Joe Medwick,1938,as LF,1,4,4,0,1,0,0,0,1,0,0,0,0,0.25,0.25,0.25,0.5
Joe Medwick,1937,as LF,1,5,5,1,4,2,0,0,1,0,0,0,0,0.8,0.8,1.2,2
Joe Medwick,1936,as LF,1,4,4,0,1,0,0,0,1,0,0,0,0,0.25,0.25,0.25,0.5
Joe Medwick,1935,as LF,1,4,3,0,0,0,0,0,0,0,0,1,1,0,0.25,0,0.25
Joe Medwick,1934,as LF,1,2,2,1,1,0,0,1,3,0,0,0,1,0.5,0.5,2,2.5
Joe Morgan,1979,,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0.5,0,0.5
Joe Morgan,1978,as 2B,1,4,3,1,0,0,0,0,0,0,0,1,1,0,0.25,0,0.25
Joe Morgan,1977,as 2B,1,4,4,1,1,0,0,1,1,0,0,0,1,0.25,0.25,1,1.25
Joe Morgan,1976,as 2B,1,3,3,1,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Joe Morgan,1975,as 2B,1,4,4,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5
Joe Morgan,1974,as 2B,1,3,2,0,1,1,0,0,1,0,0,0,1,0.5,0.333,1,1.333
Joe Morgan,1973,as 2B,1,4,3,2,1,1,0,0,0,0,0,1,0,0.333,0.5,0.667,1.167
Joe Morgan,1972,as 2B,1,5,4,0,1,0,0,0,1,1,0,1,0,0.25,0.4,0.25,0.65
Joe Morgan,1970,,1,2,2,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
Joe Morgan,1966,,0,,,,,,,,,,,,,,,,
Joe Nathan,2013,,0,,,,,,,,,,,,,,,,
Joe Nathan,2012,,1,,,,,,,,,,,,,,,,
Joe Nathan,2009,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Joe Nathan,2008,,1,,,,,,,,,,,,,,,,
Joe Nathan,2005,,1,,,,,,,,,,,,,,,,
Joe Nathan,2004,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Joe Niekro,1979,,0,,,,,,,,,,,,,,,,
Joe Nuxhall,1956,,0,,,,,,,,,,,,,,,,
Joe Nuxhall,1955,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Page,1948,,0,,,,,,,,,,,,,,,,
Joe Page,1947,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Joe Page,1944,,0,,,,,,,,,,,,,,,,
Joe Pepitone,1965,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Joe Pepitone,1964,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Joe Pepitone,1963,as 1B,1,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Joe Rudi,1975,as LF,1,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667
Joe Rudi,1974,,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Joe Rudi,1972,,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,2,3
Joe Sambito,1979,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Joe Saunders,2008,,1,,,,,,,,,,,,,,,,
Joe Torre,1973,,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Torre,1972,as 3B,1,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667
Joe Torre,1971,as 3B,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Joe Torre,1970,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Torre,1967,as C,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Torre,1966,as C,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Joe Torre,1965,as C,1,4,4,1,1,0,0,1,2,0,0,0,0,0.25,0.25,1,1.25
Joe Torre,1964,as C,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Torre,1963,,0,,,,,,,,,,,,,,,,
Joe Vosmik,1935,as RF,1,4,4,1,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5
Joel Hanrahan,2012,,1,,,,,,,,,,,,,,,,
Joel Hanrahan,2011,,1,,,,,,,,,,,,,,,,
Joel Youngblood,1981,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joey Cora,1997,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joey Jay,1961 (2),,0,,,,,,,,,,,,,,,,
Joey Jay,1961 (1),,0,,,,,,,,,,,,,,,,
Joey Votto,2013,as 1B,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Joey Votto,2012,as 1B,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Joey Votto,2011,,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Joey Votto,2010,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johan Santana,2009,,0,,,,,,,,,,,,,,,,
Johan Santana,2007,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Johan Santana,2006,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Johan Santana,2005,,1,,,,,,,,,,,,,,,,
John Buck,2010,,1,2,2,0,1,1,0,0,0,0,0,0,0,0.5,0.5,1,1.5
John Burkett,2001,,1,,,,,,,,,,,,,,,,
John Burkett,1993,,1,,,,,,,,,,,,,,,,
John Candelaria,1977,,0,,,,,,,,,,,,,,,,
John Franco,1990,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
John Franco,1989,,0,,,,,,,,,,,,,,,,
John Franco,1987,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
John Franco,1986,,0,,,,,,,,,,,,,,,,
John Hiller,1974,,0,,,,,,,,,,,,,,,,
John Hudek,1994,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
John Jaha,1999,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
John Kruk,1993,as 1B,1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
John Kruk,1992,,1,2,2,1,2,0,0,0,0,0,0,0,0,1,1,1,2
John Kruk,1991,,0,,,,,,,,,,,,,,,,
John Lackey,2007,,0,,,,,,,,,,,,,,,,
John Mayberry,1974,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Mayberry,1973,as 1B,1,4,3,0,1,1,0,0,0,0,0,1,0,0.333,0.5,0.667,1.167
John Montefusco,1976,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
John O'Donoghue,1965,,0,,,,,,,,,,,,,,,,
John Olerud,2001,as 1B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Olerud,1993,as 1B,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Romano,1962 (2),,0,,,,,,,,,,,,,,,,
John Romano,1962 (1),,1,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1
John Romano,1961 (2),as C,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Romano,1961 (1),as C,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
John Roseboro,1962 (2),,1,3,3,1,1,0,0,1,1,0,0,0,1,0.333,0.333,1.333,1.667
John Roseboro,1962 (1),,0,,,,,,,,,,,,,,,,
John Roseboro,1961 (2),,1,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
John Roseboro,1961 (1),,0,,,,,,,,,,,,,,,,
John Roseboro,1969,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Roseboro,1958,,0,,,,,,,,,,,,,,,,
John Smiley,1995,,1,,,,,,,,,,,,,,,,
